t,x(t),v(t),p(t),F(t)
10.86006,16.47371,-2.13,-4.259999,-0.392263
10.88006,16.43111,-2.13,-4.259999,-0.3915419
10.90006,16.38851,-2.13,-4.259999,-0.3908235
10.92006,16.34591,-2.13,-4.259999,-0.3901077
10.94006,16.3033,-2.13,-4.259999,-0.3893945
10.96006,16.2607,-2.13,-4.259999,-0.3886839
10.98006,16.2181,-2.13,-4.259999,-0.3879759
11.00006,16.1755,-2.13,-4.259999,-0.3872705
11.02006,16.1329,-2.13,-4.259999,-0.3865676
11.04006,16.0903,-2.13,-4.259999,-0.3858673
11.06006,16.0477,-2.13,-4.259999,-0.3851695
11.08006,16.0051,-2.13,-4.259999,-0.3844742
11.10006,15.9625,-2.13,-4.259999,-0.3837815
11.12006,15.9199,-2.13,-4.259999,-0.3830912
11.14007,15.8773,-2.13,-4.259999,-0.3824034
11.16007,15.8347,-2.13,-4.259999,-0.3817181
11.18007,15.7921,-2.13,-4.259999,-0.3810352
11.20007,15.7495,-2.13,-4.259999,-0.3803548
11.22007,15.7069,-2.13,-4.259999,-0.3796768
11.24007,15.6643,-2.13,-4.259999,-0.3790012
11.26007,15.6217,-2.13,-4.259999,-0.378328
11.28007,15.5791,-2.13,-4.259999,-0.3776572
11.30007,15.5365,-2.13,-4.259999,-0.3769888
11.32007,15.4939,-2.13,-4.259999,-0.3763227
11.34007,15.4513,-2.13,-4.259999,-0.375659
11.36007,15.4087,-2.13,-4.259999,-0.3749976
11.38007,15.36611,-2.13,-4.259999,-0.3743386
11.40007,15.32351,-2.13,-4.259999,-0.3736818
11.42007,15.28091,-2.13,-4.259999,-0.3730274
11.44007,15.23831,-2.13,-4.259999,-0.3723752
11.46007,15.19571,-2.13,-4.259999,-0.3717253
11.48007,15.15311,-2.13,-4.259999,-0.3710777
11.50007,15.11051,-2.13,-4.259999,-0.3704323
11.52007,15.06791,-2.13,-4.259999,-0.3697892
11.54007,15.02531,-2.13,-4.259999,-0.3691483
11.56007,14.98271,-2.13,-4.259999,-0.3685097
11.58008,14.94011,-2.13,-4.259999,-0.3678732
11.60008,14.89751,-2.13,-4.259999,-0.3672389
11.62008,14.85491,-2.13,-4.259999,-0.3666068
11.64008,14.81231,-2.13,-4.259999,-0.3659769
11.66008,14.76971,-2.13,-4.259999,-0.3653491
11.68008,14.72711,-2.13,-4.259999,-0.3647235
11.70008,14.68451,-2.13,-4.259999,-0.3641001
11.72008,14.64191,-2.13,-4.259999,-0.3634787
11.74008,14.59931,-2.13,-4.259999,-0.3628595
11.76008,14.55671,-2.13,-4.259999,-0.3622424
11.78008,14.51411,-2.13,-4.259999,-0.3616274
11.80008,14.47151,-2.13,-4.259999,-0.3610144
11.82008,14.42891,-2.13,-4.259999,-0.3604036
11.84008,14.38631,-2.13,-4.259999,-0.3597948
11.86008,14.34371,-2.13,-4.259999,-0.359188
11.88008,14.30111,-2.13,-4.259999,-0.3585833
11.90008,14.25851,-2.13,-4.259999,-0.3579806
11.92008,14.21591,-2.13,-4.259999,-0.35738
11.94008,14.17331,-2.13,-4.259999,-0.3567814
11.96008,14.13071,-2.13,-4.259999,-0.3561847
11.98008,14.08811,-2.13,-4.259999,-0.3555901
12.00008,14.04552,-2.13,-4.259999,-0.3549974
12.02009,14.00292,-2.13,-4.259999,-0.3544067
12.04009,13.96032,-2.13,-4.259999,-0.353818
12.06009,13.91772,-2.13,-4.259999,-0.3532313
12.08009,13.87512,-2.13,-4.259999,-0.3526464
12.10009,13.83252,-2.13,-4.259999,-0.3520635
12.12009,13.78992,-2.13,-4.259999,-0.3514825
12.14009,13.74732,-2.13,-4.259999,-0.3509035
12.16009,13.70472,-2.13,-4.259999,-0.3503263
12.18009,13.66212,-2.13,-4.259999,-0.3497511
12.20009,13.61952,-2.13,-4.259999,-0.3491777
12.22009,13.57692,-2.13,-4.259999,-0.3486062
12.24009,13.53432,-2.13,-4.259999,-0.3480366
12.26009,13.49172,-2.13,-4.259999,-0.3474688
12.28009,13.44912,-2.13,-4.259999,-0.3469029
12.30009,13.40652,-2.13,-4.259999,-0.3463388
12.32009,13.36392,-2.13,-4.259999,-0.3457766
12.34009,13.32132,-2.13,-4.259999,-0.3452162
12.36009,13.27872,-2.13,-4.259999,-0.3446575
12.38009,13.23612,-2.13,-4.259999,-0.3441007
12.40009,13.19352,-2.13,-4.259999,-0.3435457
12.42009,13.15092,-2.13,-4.259999,-0.3429925
12.44009,13.10832,-2.13,-4.259999,-0.3424411
12.4601,13.06572,-2.13,-4.259999,-0.3418914
12.4801,13.02312,-2.13,-4.259999,-0.3413435
12.5001,12.98052,-2.13,-4.259999,-0.3407973
12.5201,12.93792,-2.13,-4.259999,-0.3402529
12.5401,12.89532,-2.13,-4.259999,-0.3397102
12.5601,12.85272,-2.13,-4.259999,-0.3391693
12.5801,12.81012,-2.13,-4.259999,-0.3386301
12.6001,12.76752,-2.13,-4.259999,-0.3380925
12.6201,12.72493,-2.13,-4.259999,-0.3375567
12.6401,12.68233,-2.13,-4.259999,-0.3370226
12.6601,12.63973,-2.13,-4.259999,-0.3364902
12.6801,12.59713,-2.13,-4.259999,-0.3359594
12.7001,12.55453,-2.13,-4.259999,-0.3354304
12.7201,12.51193,-2.13,-4.259999,-0.3349029
12.7401,12.46933,-2.13,-4.259999,-0.3343772
12.7601,12.42673,-2.13,-4.259999,-0.3338531
12.7801,12.38413,-2.13,-4.259999,-0.3333306
12.8001,12.34153,-2.13,-4.259999,-0.3328097
12.8201,12.29893,-2.13,-4.259999,-0.3322906
12.8401,12.25633,-2.13,-4.259999,-0.331773
12.8601,12.21373,-2.13,-4.259999,-0.331257
12.88011,12.17113,-2.13,-4.259999,-0.3307426
12.90011,12.12853,-2.13,-4.259999,-0.3302298
12.92011,12.08593,-2.13,-4.259999,-0.3297186
12.94011,12.04333,-2.13,-4.259999,-0.329209
12.96011,12.00073,-2.13,-4.259999,-0.3287009
12.98011,11.95813,-2.13,-4.259999,-0.3281945
13.00011,11.91553,-2.13,-4.259999,-0.3276895
13.02011,11.87293,-2.13,-4.259999,-0.3271862
13.04011,11.83033,-2.13,-4.259999,-0.3266843
13.06011,11.78773,-2.13,-4.259999,-0.326184
13.08011,11.74513,-2.13,-4.259999,-0.3256853
13.10011,11.70253,-2.13,-4.259999,-0.325188
13.12011,11.65993,-2.13,-4.259999,-0.3246923
13.14011,11.61733,-2.13,-4.259999,-0.3241981
13.16011,11.57473,-2.13,-4.259999,-0.3237054
13.18011,11.53213,-2.13,-4.259999,-0.3232142
13.20011,11.48953,-2.13,-4.259999,-0.3227245
13.22011,11.44693,-2.13,-4.259999,-0.3222362
13.24011,11.40434,-2.13,-4.259999,-0.3217494
13.26011,11.36174,-2.13,-4.259999,-0.3212641
13.28011,11.31914,-2.13,-4.259999,-0.3207803
13.30011,11.27654,-2.13,-4.259999,-0.3202979
13.32012,11.23394,-2.13,-4.259999,-0.319817
13.34012,11.19134,-2.13,-4.259999,-0.3193375
13.36012,11.14874,-2.13,-4.259999,-0.3188595
13.38012,11.10614,-2.13,-4.259999,-0.3183828
13.40012,11.06354,-2.13,-4.259999,-0.3179076
13.42012,11.02094,-2.13,-4.259999,-0.3174338
13.44012,10.97834,-2.13,-4.259999,-0.3169615
13.46012,10.93574,-2.13,-4.259999,-0.3164905
13.48012,10.89314,-2.13,-4.259999,-0.3160209
13.50012,10.85054,-2.13,-4.259999,-0.3155527
13.52012,10.80794,-2.13,-4.259999,-0.3150859
13.54012,10.76534,-2.13,-4.259999,-0.3146205
13.56012,10.72274,-2.13,-4.259999,-0.3141564
13.58012,10.68014,-2.13,-4.259999,-0.3136938
13.60012,10.63754,-2.13,-4.259999,-0.3132325
13.62012,10.59494,-2.13,-4.259999,-0.3127725
13.64012,10.55234,-2.13,-4.259999,-0.3123139
13.66012,10.50974,-2.13,-4.259999,-0.3118566
13.68012,10.46714,-2.13,-4.259999,-0.3114007
13.70012,10.42454,-2.13,-4.259999,-0.310946
13.72012,10.38194,-2.13,-4.259999,-0.3104928
13.74012,10.33934,-2.13,-4.259999,-0.3100408
13.76013,10.29674,-2.13,-4.259999,-0.3095902
13.78013,10.25414,-2.13,-4.259999,-0.3091408
13.80013,10.21154,-2.13,-4.259999,-0.3086928
13.82013,10.16894,-2.13,-4.259999,-0.308246
13.84013,10.12634,-2.13,-4.259999,-0.3078006
13.86013,10.08375,-2.13,-4.259999,-0.3073564
13.88013,10.04115,-2.13,-4.259999,-0.3069136
13.90013,9.998546,-2.13,-4.259999,-0.3064719
13.92013,9.955946,-2.13,-4.259999,-0.3060316
13.94013,9.913346,-2.13,-4.259999,-0.3055925
13.96013,9.870747,-2.13,-4.259999,-0.3051547
13.98013,9.828147,-2.13,-4.259999,-0.3047181
14.00013,9.785547,-2.13,-4.259999,-0.3042828
14.02013,9.742948,-2.13,-4.259999,-0.3038487
14.04013,9.700348,-2.13,-4.259999,-0.3034159
14.06013,9.657748,-2.13,-4.259999,-0.3029843
14.08013,9.615149,-2.13,-4.259999,-0.3025539
14.10013,9.572549,-2.13,-4.259999,-0.3021248
14.12013,9.529949,-2.13,-4.259999,-0.3016968
14.14013,9.48735,-2.13,-4.259999,-0.3012701
14.16013,9.44475,-2.13,-4.259999,-0.3008446
14.18013,9.40215,-2.13,-4.259999,-0.3004202
14.20014,9.35955,-2.13,-4.259999,-0.2999971
14.22014,9.316951,-2.13,-4.259999,-0.2995752
14.24014,9.274351,-2.13,-4.259999,-0.2991544
14.26014,9.231751,-2.13,-4.259999,-0.2987348
14.28014,9.189152,-2.13,-4.259999,-0.2983164
14.30014,9.146552,-2.13,-4.259999,-0.2978992
14.32014,9.103952,-2.13,-4.259999,-0.2974831
14.34014,9.061353,-2.13,-4.259999,-0.2970682
14.36014,9.018753,-2.13,-4.259999,-0.2966545
14.38014,8.976153,-2.13,-4.259999,-0.2962418
14.40014,8.933554,-2.13,-4.259999,-0.2958304
14.42014,8.890954,-2.13,-4.259999,-0.2954201
14.44014,8.848354,-2.13,-4.259999,-0.2950109
14.46014,8.805755,-2.13,-4.259999,-0.2946029
14.48014,8.763155,-2.13,-4.259999,-0.294196
14.50014,8.720555,-2.13,-4.259999,-0.2937902
14.52014,8.677956,-2.13,-4.259999,-0.2933855
14.54014,8.635356,-2.13,-4.259999,-0.292982
14.56014,8.592756,-2.13,-4.259999,-0.2925795
14.58014,8.550157,-2.13,-4.259999,-0.2921781
14.60014,8.507557,-2.13,-4.259999,-0.2917779
14.62014,8.464957,-2.13,-4.259999,-0.2913787
14.64015,8.422358,-2.13,-4.259999,-0.2909807
14.66015,8.379758,-2.13,-4.259999,-0.2905837
14.68015,8.337158,-2.13,-4.259999,-0.2901878
14.70015,8.294559,-2.13,-4.259999,-0.289793
14.72015,8.251959,-2.13,-4.259999,-0.2893992
14.74015,8.209359,-2.13,-4.259999,-0.2890066
14.76015,8.166759,-2.13,-4.259999,-0.2886149
14.78015,8.12416,-2.13,-4.259999,-0.2882244
14.80015,8.08156,-2.13,-4.259999,-0.2878349
14.82015,8.03896,-2.13,-4.259999,-0.2874464
14.84015,7.99636,-2.13,-4.259999,-0.287059
14.86015,7.95376,-2.13,-4.259999,-0.2866727
14.88015,7.91116,-2.13,-4.259999,-0.2862874
14.90015,7.86856,-2.13,-4.259999,-0.2859031
14.92015,7.82596,-2.13,-4.259999,-0.2855198
14.94015,7.78336,-2.13,-4.259999,-0.2851376
14.96015,7.740759,-2.13,-4.259999,-0.2847564
14.98015,7.698159,-2.13,-4.259999,-0.2843762
15.00015,7.655559,-2.13,-4.259999,-0.2839971
15.02015,7.612959,-2.13,-4.259999,-0.2836189
15.04015,7.570359,-2.13,-4.259999,-0.2832417
15.06015,7.527759,-2.13,-4.259999,-0.2828656
15.08016,7.485158,-2.13,-4.259999,-0.2824904
15.10016,7.442558,-2.13,-4.259999,-0.2821162
15.12016,7.399958,-2.13,-4.259999,-0.2817431
15.14016,7.357358,-2.13,-4.259999,-0.2813709
15.16016,7.314758,-2.13,-4.259999,-0.2809997
15.18016,7.272158,-2.13,-4.259999,-0.2806295
15.20016,7.229558,-2.13,-4.259999,-0.2802602
15.22016,7.186957,-2.13,-4.259999,-0.2798919
15.24016,7.144357,-2.13,-4.259999,-0.2795246
15.26016,7.101757,-2.13,-4.259999,-0.2791582
15.28016,7.059157,-2.13,-4.259999,-0.2787929
15.30016,7.016557,-2.13,-4.259999,-0.2784284
15.32016,6.973957,-2.13,-4.259999,-0.2780649
15.34016,6.931356,-2.13,-4.259999,-0.2777024
15.36016,6.888756,-2.13,-4.259999,-0.2773408
15.38016,6.846156,-2.13,-4.259999,-0.2769801
15.40016,6.803556,-2.13,-4.259999,-0.2766204
15.42016,6.760956,-2.13,-4.259999,-0.2762616
15.44016,6.718356,-2.13,-4.259999,-0.2759038
15.46016,6.675756,-2.13,-4.259999,-0.2755468
15.48016,6.633155,-2.13,-4.259999,-0.2751908
15.50016,6.590555,-2.13,-4.259999,-0.2748357
15.52017,6.547955,-2.13,-4.259999,-0.2744816
15.54017,6.505355,-2.13,-4.259999,-0.2741283
15.56017,6.462755,-2.13,-4.259999,-0.2737759
15.58017,6.420155,-2.13,-4.259999,-0.2734245
15.60017,6.377554,-2.13,-4.259999,-0.2730739
15.62017,6.334954,-2.13,-4.259999,-0.2727243
15.64017,6.292354,-2.13,-4.259999,-0.2723756
15.66017,6.249754,-2.13,-4.259999,-0.2720277
15.68017,6.207154,-2.13,-4.259999,-0.2716807
15.70017,6.164554,-2.13,-4.259999,-0.2713346
15.72017,6.121953,-2.13,-4.259999,-0.2709894
15.74017,6.079353,-2.13,-4.259999,-0.2706451
15.76017,6.036753,-2.13,-4.259999,-0.2703016
15.78017,5.994153,-2.13,-4.259999,-0.269959
15.80017,5.951553,-2.13,-4.259999,-0.2696173
15.82017,5.908953,-2.13,-4.259999,-0.2692764
15.84017,5.866353,-2.13,-4.259999,-0.2689364
15.86017,5.823752,-2.13,-4.259999,-0.2685973
15.88017,5.781152,-2.13,-4.259999,-0.268259
15.90017,5.738552,-2.13,-4.259999,-0.2679215
15.92017,5.695952,-2.13,-4.259999,-0.2675849
15.94018,5.653352,-2.13,-4.259999,-0.2672492
15.96018,5.610752,-2.13,-4.259999,-0.2669143
15.98018,5.568151,-2.13,-4.259999,-0.2665803
16.00018,5.525551,-2.13,-4.259999,-0.266247
16.02018,5.482951,-2.13,-4.259999,-0.2659146
16.04018,5.440351,-2.13,-4.259999,-0.2655831
16.06018,5.397751,-2.13,-4.259999,-0.2652523
16.08018,5.355151,-2.13,-4.259999,-0.2649224
16.10018,5.312551,-2.13,-4.259999,-0.2645933
16.12018,5.26995,-2.13,-4.259999,-0.264265
16.14018,5.22735,-2.13,-4.259999,-0.2639376
16.16018,5.18475,-2.13,-4.259999,-0.2636109
16.18018,5.14215,-2.13,-4.259999,-0.263285
16.20018,5.09955,-2.13,-4.259999,-0.26296
16.22018,5.05695,-2.13,-4.259999,-0.2626357
16.24018,5.014349,-2.13,-4.259999,-0.2623123
16.26018,4.971749,-2.13,-4.259999,-0.2619897
16.28018,4.929149,-2.13,-4.259999,-0.2616678
16.30018,4.886549,-2.13,-4.259999,-0.2613467
16.32018,4.843949,-2.13,-4.259999,-0.2610264
16.34018,4.801349,-2.13,-4.259999,-0.2607069
16.36018,4.758749,-2.13,-4.259999,-0.2603882
16.38018,4.716148,-2.13,-4.259999,-0.2600703
16.40018,4.673548,-2.13,-4.259999,-0.2597531
16.42019,4.630948,-2.13,-4.259999,-0.2594367
16.44019,4.588348,-2.13,-4.259999,-0.2591211
16.46019,4.545748,-2.13,-4.259999,-0.2588063
16.48019,4.503148,-2.13,-4.259999,-0.2584922
16.50019,4.460547,-2.13,-4.259999,-0.2581789
16.52019,4.417947,-2.13,-4.259999,-0.2578663
16.54019,4.375347,-2.13,-4.259999,-0.2575545
16.56019,4.332747,-2.13,-4.259999,-0.2572434
16.58019,4.290147,-2.13,-4.259999,-0.2569331
16.60019,4.247547,-2.13,-4.259999,-0.2566235
16.62019,4.204947,-2.13,-4.259999,-0.2563147
16.64019,4.162346,-2.13,-4.259999,-0.2560067
16.66019,4.119746,-2.13,-4.259999,-0.2556993
16.68019,4.077146,-2.13,-4.259999,-0.2553927
16.70019,4.034546,-2.13,-4.259999,-0.2550868
16.72019,3.991946,-2.13,-4.259999,-0.2547817
16.74019,3.949346,-2.13,-4.259999,-0.2544773
16.76019,3.906746,-2.13,-4.259999,-0.2541736
16.78019,3.864146,-2.13,-4.259999,-0.2538707
16.80019,3.821546,-2.13,-4.259999,-0.2535685
16.82019,3.778946,-2.13,-4.259999,-0.253267
16.84019,3.736346,-2.13,-4.259999,-0.2529662
16.8602,3.693747,-2.13,-4.259999,-0.2526661
16.8802,3.651147,-2.13,-4.259999,-0.2523667
16.9002,3.608547,-2.13,-4.259999,-0.252068
16.9202,3.565947,-2.13,-4.259999,-0.2517701
16.9402,3.523347,-2.13,-4.259999,-0.2514728
16.9602,3.480747,-2.13,-4.259999,-0.2511763
16.9802,3.438147,-2.13,-4.259999,-0.2508804
17.0002,3.395547,-2.13,-4.259999,-0.2505853
17.0202,3.352947,-2.13,-4.259999,-0.2502908
17.0402,3.310347,-2.13,-4.259999,-0.249997
17.0602,3.267747,-2.13,-4.259999,-0.2497039
17.0802,3.225147,-2.13,-4.259999,-0.2494116
17.1002,3.182548,-2.13,-4.259999,-0.2491198
17.1202,3.139948,-2.13,-4.259999,-0.2488288
17.1402,3.097348,-2.13,-4.259999,-0.2485385
17.1602,3.054748,-2.13,-4.259999,-0.2482488
17.1802,3.012148,-2.13,-4.259999,-0.2479598
17.2002,2.969548,-2.13,-4.259999,-0.2476715
17.2202,2.926948,-2.13,-4.259999,-0.2473838
17.2402,2.884348,-2.13,-4.259999,-0.2470968
17.2602,2.841748,-2.13,-4.259999,-0.2468105
17.2802,2.799148,-2.13,-4.259999,-0.2465248
17.30021,2.756548,-2.13,-4.259999,-0.2462398
17.32021,2.713948,-2.13,-4.259999,-0.2459555
17.34021,2.671349,-2.13,-4.259999,-0.2456718
17.36021,2.628749,-2.13,-4.259999,-0.2453887
17.38021,2.586149,-2.13,-4.259999,-0.2451064
17.40021,2.543549,-2.13,-4.259999,-0.2448246
17.42021,2.500949,-2.13,-4.259999,-0.2445435
17.44021,2.458349,-2.13,-4.259999,-0.2442631
17.46021,2.415749,-2.13,-4.259999,-0.2439833
17.48021,2.373149,-2.13,-4.259999,-0.2437041
17.50021,2.330549,-2.13,-4.259999,-0.2434256
17.52021,2.287949,-2.13,-4.259999,-0.2431477
17.54021,2.245349,-2.13,-4.259999,-0.2428705
17.56021,2.202749,-2.13,-4.259999,-0.2425939
17.58021,2.16015,-2.13,-4.259999,-0.2423179
17.60021,2.11755,-2.13,-4.259999,-0.2420425
17.62021,2.07495,-2.13,-4.259999,-0.2417678
17.64021,2.03235,-2.13,-4.259999,-0.2414936
17.66021,1.98975,-2.13,-4.259999,-0.2412201
17.68021,1.94715,-2.13,-4.259999,-0.2409473
17.70021,1.90455,-2.13,-4.259999,-0.240675
17.72021,1.86195,-2.13,-4.259999,-0.2404034
17.74022,1.81935,-2.13,-4.259999,-0.2401323
17.76022,1.77675,-2.13,-4.259999,-0.2398619
17.78022,1.73415,-2.13,-4.259999,-0.2395921
17.80022,1.69155,-2.13,-4.259999,-0.2393229
17.82022,1.64895,-2.13,-4.259999,-0.2390543
17.84022,1.606349,-2.13,-4.259999,-0.2387863
17.86022,1.563749,-2.13,-4.259999,-0.2385189
17.88022,1.521149,-2.13,-4.259999,-0.2382521
17.90022,1.478549,-2.13,-4.259999,-0.2379859
17.92022,1.435949,-2.13,-4.259999,-0.2377203
17.94022,1.393349,-2.13,-4.259999,-0.2374552
17.96022,1.350749,-2.13,-4.259999,-0.2371908
17.98022,1.308149,-2.13,-4.259999,-0.236927
18.00022,1.265549,-2.13,-4.259999,-0.2366637
18.02022,1.222949,-2.13,-4.259999,-0.2364011
18.04022,1.180349,-2.13,-4.259999,-0.236139
18.06022,1.137749,-2.13,-4.259999,-0.2358775
18.08022,1.095149,-2.13,-4.259999,-0.2356165
18.10022,1.052549,-2.13,-4.259999,-0.2353562
18.12022,1.009949,-2.13,-4.259999,-0.2350964
18.14022,0.967349,-2.13,-4.259999,-0.2348372
18.16022,0.924749,-2.13,-4.259999,-0.2345785
18.18023,0.882149,-2.13,-4.259999,-0.2343205
18.20023,0.8395491,-2.13,-4.259999,-0.234063
18.22023,0.7969491,-2.13,-4.259999,-0.2338061
18.24023,0.7543491,-2.13,-4.259999,-0.2335497
18.26023,0.7117491,-2.13,-4.259999,-0.2332939
18.28023,0.6691492,-2.13,-4.259999,-0.2330386
18.30023,0.6265492,-2.13,-4.259999,-0.2327839
18.32023,0.5839492,-2.13,-4.259999,-0.2325298
18.34023,0.5413492,-2.13,-4.259999,-0.2322762
18.36023,0.4987493,-2.13,-4.259999,-0.2320232
18.38023,0.4561493,-2.13,-4.259999,-0.2317707
18.40023,0.4135493,-2.13,-4.259999,-0.2315188
18.42023,0.3709493,-2.13,-4.259999,-0.2312674
18.44023,0.3283494,-2.13,-4.259999,-0.2310166
18.46023,0.2857494,-2.13,-4.259999,-0.2307663
18.48023,0.2431494,-2.13,-4.259999,-0.2305165
18.50023,0.2005494,-2.13,-4.259999,-0.2302673
18.52023,0.1579494,-2.13,-4.259999,-0.2300187
18.54023,0.1153494,-2.13,-4.259999,-0.2297705
18.56023,0.07274942,-2.13,-4.259999,-0.2295229
18.58023,0.03014943,-2.13,-4.259999,-0.2292759
18.60023,-0.01245056,-2.13,-4.259999,-0.2290293
18.62024,-0.05505055,-2.13,-4.259999,-0.2287833
18.64024,-0.09765054,-2.13,-4.259999,-0.2285378
18.66024,-0.1402505,-2.13,-4.259999,-0.2282929
18.68024,-0.1828505,-2.13,-4.259999,-0.2280485
18.70024,-0.2254505,-2.13,-4.259999,-0.2278046
18.72024,-0.2680505,-2.13,-4.259999,-0.2275612
18.74024,-0.3106505,-2.13,-4.259999,-0.2273183
18.76024,-0.3532504,-2.13,-4.259999,-0.227076
18.78024,-0.3958504,-2.13,-4.259999,-0.2268341
18.80024,-0.4384504,-2.13,-4.259999,-0.2265928
18.82024,-0.4810504,-2.13,-4.259999,-0.226352
18.84024,-0.5236503,-2.13,-4.259999,-0.2261117
18.86024,-0.5662503,-2.13,-4.259999,-0.225872
18.88024,-0.6088503,-2.13,-4.259999,-0.2256327
18.90024,-0.6514503,-2.13,-4.259999,-0.2253939
18.92024,-0.6940503,-2.13,-4.259999,-0.2251556
18.94024,-0.7366502,-2.13,-4.259999,-0.2249179
18.96024,-0.7792502,-2.13,-4.259999,-0.2246806
18.98024,-0.8218502,-2.13,-4.259999,-0.2244439
19.00024,-0.8644502,-2.13,-4.259999,-0.2242076
19.02024,-0.9070501,-2.13,-4.259999,-0.2239718
19.04025,-0.9496501,-2.13,-4.259999,-0.2237366
19.06025,-0.9922501,-2.13,-4.259999,-0.2235018
19.08025,-1.03485,-2.13,-4.259999,-0.2232675
19.10025,-1.07745,-2.13,-4.259999,-0.2230337
19.12025,-1.12005,-2.13,-4.259999,-0.2228004
19.14025,-1.16265,-2.13,-4.259999,-0.2225676
19.16025,-1.20525,-2.13,-4.259999,-0.2223353
19.18025,-1.24785,-2.13,-4.259999,-0.2221034
19.20025,-1.29045,-2.13,-4.259999,-0.2218721
19.22025,-1.33305,-2.13,-4.259999,-0.2216412
19.24025,-1.37565,-2.13,-4.259999,-0.2214108
19.26025,-1.41825,-2.13,-4.259999,-0.2211809
19.28025,-1.46085,-2.13,-4.259999,-0.2209515
19.30025,-1.503451,-2.13,-4.259999,-0.2207225
19.32025,-1.546051,-2.13,-4.259999,-0.220494
19.34025,-1.588651,-2.13,-4.259999,-0.220266
19.36025,-1.631251,-2.13,-4.259999,-0.2200384
19.38025,-1.673851,-2.13,-4.259999,-0.2198113
19.40025,-1.716451,-2.13,-4.259999,-0.2195847
19.42025,-1.759051,-2.13,-4.259999,-0.2193586
19.44025,-1.801651,-2.13,-4.259999,-0.2191329
19.46025,-1.844251,-2.13,-4.259999,-0.2189077
19.48026,-1.886851,-2.13,-4.259999,-0.2186829
19.50026,-1.929451,-2.13,-4.259999,-0.2184586
19.52026,-1.972051,-2.13,-4.259999,-0.2182348
19.54026,-2.014651,-2.13,-4.259999,-0.2180114
19.56026,-2.057251,-2.13,-4.259999,-0.2177885
19.58026,-2.099851,-2.13,-4.259999,-0.217566
19.60026,-2.142451,-2.13,-4.259999,-0.217344
19.62026,-2.18505,-2.13,-4.259999,-0.2171225
19.64026,-2.22765,-2.13,-4.259999,-0.2169014
19.66026,-2.27025,-2.13,-4.259999,-0.2166807
19.68026,-2.31285,-2.13,-4.259999,-0.2164605
19.70026,-2.35545,-2.13,-4.259999,-0.2162408
19.72026,-2.39805,-2.13,-4.259999,-0.2160214
19.74026,-2.44065,-2.13,-4.259999,-0.2158026
19.76026,-2.48325,-2.13,-4.259999,-0.2155842
19.78026,-2.52585,-2.13,-4.259999,-0.2153662
19.80026,-2.56845,-2.13,-4.259999,-0.2151486
19.82026,-2.61105,-2.13,-4.259999,-0.2149315
19.84026,-2.65365,-2.13,-4.259999,-0.2147149
19.86026,-2.696249,-2.13,-4.259999,-0.2144986
19.88026,-2.738849,-2.13,-4.259999,-0.2142828
19.90026,-2.781449,-2.13,-4.259999,-0.2140675
19.92027,-2.824049,-2.13,-4.259999,-0.2138525
19.94027,-2.866649,-2.13,-4.259999,-0.213638
19.96027,-2.909249,-2.13,-4.259999,-0.213424
19.98027,-2.951849,-2.13,-4.259999,-0.2132103
20.00027,-2.994449,-2.13,-4.259999,-0.2129971
20.02027,-3.037049,-2.13,-4.259999,-0.2127843
20.04027,-3.079649,-2.13,-4.259999,-0.212572
20.06027,-3.122249,-2.13,-4.259999,-0.21236
20.08027,-3.164849,-2.13,-4.259999,-0.2121485
20.10027,-3.207448,-2.13,-4.259999,-0.2119374
20.12027,-3.250048,-2.13,-4.259999,-0.2117267
20.14027,-3.292648,-2.13,-4.259999,-0.2115165
20.16027,-3.335248,-2.13,-4.259999,-0.2113066
20.18027,-3.377848,-2.13,-4.259999,-0.2110972
20.20027,-3.420448,-2.13,-4.259999,-0.2108882
20.22027,-3.463048,-2.13,-4.259999,-0.2106796
20.24027,-3.505648,-2.13,-4.259999,-0.2104714
20.26027,-3.548248,-2.13,-4.259999,-0.2102637
20.28027,-3.590848,-2.13,-4.259999,-0.2100563
20.30027,-3.633448,-2.13,-4.259999,-0.2098493
20.32027,-3.676048,-2.13,-4.259999,-0.2096428
20.34027,-3.718647,-2.13,-4.259999,-0.2094367
20.36028,-3.761247,-2.13,-4.259999,-0.2092309
20.38028,-3.803847,-2.13,-4.259999,-0.2090256
20.40028,-3.846447,-2.13,-4.259999,-0.2088207
20.42028,-3.889047,-2.13,-4.259999,-0.2086161
20.44028,-3.931647,-2.13,-4.259999,-0.208412
20.46028,-3.974247,-2.13,-4.259999,-0.2082083
20.48028,-4.016847,-2.13,-4.259999,-0.208005
20.50028,-4.059447,-2.13,-4.259999,-0.207802
20.52028,-4.102047,-2.13,-4.259999,-0.2075995
20.54028,-4.144648,-2.13,-4.259999,-0.2073973
20.56028,-4.187248,-2.13,-4.259999,-0.2071956
20.58028,-4.229848,-2.13,-4.259999,-0.2069942
20.60028,-4.272448,-2.13,-4.259999,-0.2067933
20.62028,-4.315048,-2.13,-4.259999,-0.2065927
20.64028,-4.357648,-2.13,-4.259999,-0.2063925
20.66028,-4.400249,-2.13,-4.259999,-0.2061927
20.68028,-4.442849,-2.13,-4.259999,-0.2059933
20.70028,-4.485449,-2.13,-4.259999,-0.2057942
20.72028,-4.528049,-2.13,-4.259999,-0.2055956
20.74028,-4.570649,-2.13,-4.259999,-0.2053974
